,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,"
            FP
          ",DD2,TD3,+/-
1,Marc Gasol,MEM,24,82,24,58,30.7,11.9,4.3,8.1,53.0,0.0,0.0,0.0,3.4,4.6,73.3,2.5,4.9,7.4,1.7,2.0,0.8,1.1,3.2,27.0,17,0,-4.1
1,Mario Chalmers,MIA,23,82,43,39,32.0,10.0,3.4,8.1,42.0,1.4,3.8,36.7,1.8,2.4,76.7,0.5,2.3,2.8,4.9,2.0,2.0,0.1,2.9,24.8,1,0,0.4
1,Mike Conley,MEM,21,82,24,58,30.6,10.9,3.9,8.9,44.2,1.1,2.6,40.6,2.0,2.4,81.7,0.3,3.1,3.4,4.3,1.7,1.1,0.1,1.8,23.3,2,0,-3.5
1,Nick Young,WAS,24,82,19,63,22.4,10.9,4.1,9.2,44.4,0.7,2.0,34.1,2.0,2.4,85.0,0.4,1.5,1.8,1.2,1.1,0.5,0.2,1.7,15.8,0,0,-1.7
1,O.J. Mayo,MEM,21,82,24,58,38.1,18.5,6.9,15.6,43.8,1.8,4.6,38.4,3.0,3.4,87.9,0.7,3.1,3.8,3.2,2.8,1.1,0.2,2.5,28.8,2,0,-5.1
1,Rasual Butler,NOH,30,82,49,33,31.9,11.2,4.2,9.8,43.3,1.7,4.4,39.0,1.0,1.3,78.2,0.6,2.7,3.3,0.9,0.7,0.6,0.7,1.9,20.0,1,0,-0.2
1,Raymond Felton,CHA,25,82,35,47,37.6,14.2,5.4,13.2,40.8,0.7,2.5,28.5,2.7,3.3,80.5,0.7,3.1,3.8,6.7,2.8,1.5,0.4,2.3,31.8,7,0,0.0
1,Richard Jefferson,MIL,29,82,34,48,35.8,19.6,6.5,14.9,43.9,1.4,3.6,39.7,5.1,6.3,80.5,0.7,3.9,4.6,2.4,2.0,0.8,0.2,3.1,29.6,2,0,-1.3
1,Roger Mason Jr.,SAS,28,82,54,28,30.4,11.8,4.3,10.0,42.5,2.0,4.8,42.1,1.3,1.4,89.0,0.2,2.9,3.1,2.1,1.2,0.5,0.1,2.0,19.3,0,0,2.7
1,Russell Westbrook,OKC,20,82,23,59,32.5,15.3,5.3,13.4,39.8,0.4,1.6,27.1,4.3,5.2,81.5,2.2,2.7,4.9,5.3,3.3,1.3,0.2,2.3,30.4,10,1,-3.3
1,Ryan Gomes,MIN,26,82,24,58,31.9,13.3,5.1,11.9,43.1,1.3,3.5,37.2,1.8,2.2,80.7,1.3,3.5,4.8,1.6,1.6,0.8,0.3,2.2,23.1,2,0,-4.3
1,Samuel Dalembert,PHI,29,82,41,41,24.8,6.4,2.6,5.3,49.8,0.0,0.0,0.0,1.1,1.5,73.4,2.6,5.9,8.5,0.2,1.4,0.4,1.8,3.0,22.1,13,0,0.6
1,Tayshaun Prince,DET,29,82,39,43,37.3,14.2,5.6,12.4,45.0,0.7,1.7,39.7,2.3,3.0,77.8,1.6,4.2,5.8,3.1,1.2,0.5,0.6,1.3,28.0,11,0,-0.9
1,Trevor Ariza,LAL,24,82,65,17,24.4,8.9,3.3,7.3,46.0,0.7,2.3,31.9,1.5,2.1,71.0,1.4,2.9,4.3,1.8,1.1,1.7,0.3,2.0,21.5,1,0,3.4
1,Wilson Chandler,NYK,22,82,32,50,33.4,14.4,5.5,12.9,43.2,1.3,3.8,32.8,2.1,2.6,79.5,1.1,4.3,5.4,2.1,1.7,0.9,0.9,3.0,27.7,3,0,-2.7
31,Anderson Varejao,CLE,26,81,65,16,28.5,8.6,3.3,6.2,53.6,0.0,0.0,0.0,1.9,3.1,61.6,2.0,5.1,7.2,1.0,1.0,0.9,0.8,3.0,22.9,9,0,5.4
31,Antawn Jamison,WAS,33,81,19,62,38.2,22.2,8.3,17.8,46.8,1.4,3.9,35.1,4.2,5.6,75.4,2.4,6.5,8.9,1.9,1.5,1.2,0.3,2.7,38.7,38,0,-5.9
31,Boris Diaw,CHA,27,81,41,40,34.0,13.2,5.5,10.9,50.7,0.9,2.2,41.4,1.2,1.8,68.7,1.5,3.9,5.3,4.1,2.7,0.8,0.7,2.5,27.4,8,0,0.9
31,Brandon Bass,DAL,24,81,49,32,19.4,8.5,3.1,6.3,49.6,0.0,0.1,0.0,2.2,2.6,86.7,1.6,2.9,4.5,0.5,1.1,0.3,0.7,1.7,16.7,4,0,0.9
31,David Lee,NYK,26,81,32,49,34.9,16.0,6.4,11.7,54.9,0.0,0.0,0.0,3.1,4.1,75.5,3.2,8.6,11.7,2.1,1.9,1.0,0.3,3.2,35.2,65,0,-2.4
31,Derrick Rose,CHI,20,81,40,41,37.0,16.8,7.1,14.9,47.5,0.2,0.9,22.2,2.4,3.1,78.8,1.2,2.7,3.9,6.3,2.5,0.8,0.2,1.5,31.6,8,0,-1.5
31,Dirk Nowitzki,DAL,31,81,49,32,37.7,25.9,9.6,20.0,47.9,0.8,2.1,35.9,6.0,6.7,89.0,1.1,7.3,8.4,2.4,1.9,0.8,0.8,2.2,42.2,26,0,3.0
31,Eddie House,BOS,31,81,61,20,18.3,8.5,3.1,6.9,44.5,1.9,4.2,44.4,0.5,0.7,79.2,0.1,1.8,1.9,1.1,0.7,0.8,0.1,1.4,14.4,0,0,2.4
31,JR Smith,DEN,23,81,53,28,27.7,15.2,5.2,11.7,44.6,2.2,5.6,39.7,2.5,3.4,75.4,0.5,3.1,3.7,2.8,1.9,1.0,0.2,2.3,25.4,2,0,4.4
31,Jason Kidd,DAL,36,81,50,31,35.6,9.0,3.2,7.6,41.6,1.6,4.0,40.6,1.1,1.3,81.9,1.0,5.1,6.2,8.7,2.3,2.0,0.5,2.1,34.5,19,3,4.0
31,Kevin Love,MIN,20,81,24,57,25.3,11.1,3.9,8.5,45.9,0.0,0.2,10.5,3.3,4.1,78.9,3.4,5.7,9.1,1.0,1.5,0.4,0.6,2.5,25.2,29,0,-3.3
31,LaMarcus Aldridge,POR,23,81,54,27,37.1,18.1,7.4,15.3,48.4,0.1,0.3,25.0,3.2,4.1,78.1,2.9,4.6,7.5,1.9,1.5,1.0,1.0,2.6,34.2,19,0,6.0
31,LeBron James,CLE,24,81,66,15,37.7,28.4,9.7,19.9,48.9,1.6,4.7,34.4,7.3,9.4,78.0,1.3,6.3,7.6,7.2,3.0,1.7,1.1,1.7,53.9,29,7,10.8
31,Lou Williams,PHI,22,81,41,40,23.7,12.8,4.1,10.4,39.8,0.8,2.7,28.6,3.8,4.8,79.0,0.4,1.6,2.0,3.0,1.9,1.0,0.2,1.6,21.6,0,0,-0.8
31,Matt Bonner,SAS,29,81,54,27,23.8,8.2,3.3,6.6,49.6,1.5,3.3,44.0,0.2,0.3,73.9,1.2,3.6,4.8,1.0,0.5,0.6,0.3,2.3,17.7,1,0,4.2
31,Michael Beasley,MIA,20,81,43,38,24.8,13.9,5.6,11.8,47.2,0.4,1.0,40.7,2.3,3.0,77.2,1.4,4.1,5.4,1.0,1.5,0.5,0.5,2.3,23.3,8,0,0.1
31,Michael Finley,SAS,36,81,54,27,28.8,9.7,3.7,8.5,43.7,1.6,3.9,41.1,0.6,0.8,82.3,0.3,3.0,3.3,1.4,0.8,0.5,0.2,1.0,17.0,0,0,2.1
31,Mo Williams,CLE,26,81,66,15,35.0,17.8,6.5,13.9,46.7,2.3,5.2,43.6,2.6,2.8,91.2,0.6,2.9,3.4,4.1,2.2,0.9,0.1,2.7,28.7,1,0,7.2
31,Pau Gasol,LAL,28,81,64,17,37.0,18.9,7.3,12.9,56.7,0.0,0.0,50.0,4.2,5.4,78.1,3.2,6.4,9.6,3.5,1.9,0.6,1.0,2.1,38.7,37,1,7.0
31,Paul Pierce,BOS,31,81,61,20,37.5,20.5,6.7,14.6,45.7,1.5,3.8,39.1,5.7,6.8,83.0,0.7,5.0,5.6,3.6,2.8,1.0,0.3,2.7,33.8,7,0,6.6
31,Ronnie Brewer,UTA,24,81,48,33,32.2,13.7,5.2,10.2,50.8,0.3,1.0,25.9,3.0,4.3,70.2,1.2,2.5,3.7,2.2,1.4,1.7,0.4,1.6,26.3,0,0,1.0
31,Travis Outlaw,POR,24,81,54,27,27.7,12.8,4.8,10.5,45.3,1.1,2.9,37.7,2.2,3.0,72.3,0.9,3.2,4.1,1.0,1.2,0.6,0.7,2.1,21.9,2,0,2.0
31,Willie Green,PHI,27,81,41,40,22.6,8.5,3.5,8.1,43.5,0.6,2.0,31.7,0.8,1.0,72.9,0.4,1.2,1.6,2.0,0.8,0.7,0.2,1.9,14.9,0,0,0.0
54,Aaron Brooks,HOU,24,80,52,28,25.0,11.2,4.0,9.8,40.4,1.4,3.9,36.6,1.9,2.2,86.6,0.4,1.6,2.0,3.0,1.6,0.6,0.1,1.9,18.5,2,0,2.1
54,Anthony Johnson,ORL,34,80,58,22,18.5,5.3,1.9,4.8,40.4,0.7,1.7,39.1,0.8,1.0,75.3,0.4,1.5,1.8,2.5,1.0,0.6,0.1,1.4,12.1,0,0,1.4
54,Anthony Parker,TOR,34,80,31,49,33.0,10.7,4.0,9.4,42.6,1.2,3.0,39.0,1.5,1.8,83.4,0.6,3.4,4.0,3.4,1.4,1.3,0.2,1.8,23.4,0,0,-1.1
54,Bruce Bowen,SAS,38,80,54,26,18.8,2.7,1.0,2.3,42.2,0.5,1.2,42.9,0.2,0.3,53.8,0.2,1.6,1.8,0.5,0.3,0.5,0.2,1.5,7.1,0,0,-0.4
54,Erick Dampier,DAL,33,80,49,31,22.9,5.7,2.3,3.5,65.0,0.0,0.0,0.0,1.1,1.8,63.8,2.7,4.4,7.1,1.0,0.9,0.3,1.2,2.4,19.1,6,0,0.8
54,Flip Murray,ATL,29,80,46,34,24.7,12.2,4.4,9.9,44.7,1.1,3.0,36.0,2.2,2.9,76.0,0.3,1.8,2.1,2.0,1.6,1.1,0.2,2.2,20.0,0,0,2.5
54,Jamario Moon,MIA,29,80,33,47,25.9,7.2,2.8,5.9,46.8,0.8,2.3,35.5,0.9,1.0,85.0,0.7,3.8,4.6,1.2,0.5,1.1,0.8,1.7,19.4,1,0,-0.2
54,Jason Kapono,TOR,28,80,33,47,22.9,8.2,3.3,7.6,43.2,1.2,2.9,42.8,0.4,0.5,81.0,0.3,1.7,2.0,1.3,0.9,0.3,0.0,1.8,12.7,0,0,-1.7
54,Joakim Noah,CHI,24,80,39,41,24.2,6.7,2.6,4.7,55.6,0.0,0.0,0.0,1.5,2.3,67.6,3.1,4.5,7.6,1.3,1.0,0.6,1.4,3.0,22.7,10,0,0.8
54,Maurice Evans,ATL,30,80,45,35,23.0,7.2,2.6,6.0,43.2,1.2,3.1,39.5,0.8,0.9,82.2,1.1,1.9,3.0,0.7,0.5,0.6,0.1,2.0,13.5,1,0,-0.6
54,Rajon Rondo,BOS,23,80,62,18,33.0,11.9,4.8,9.5,50.5,0.2,0.6,31.3,2.2,3.4,64.2,1.3,4.0,5.2,8.2,2.6,1.9,0.1,2.4,33.9,15,2,6.4
54,Sasha Vujacic,LAL,25,80,64,16,16.2,5.8,1.9,5.0,38.7,1.0,2.8,36.3,0.9,1.0,92.1,0.2,1.5,1.7,1.4,0.4,1.0,0.1,1.9,12.6,0,0,0.7
54,Sergio Rodriguez,POR,23,80,52,28,15.3,4.5,1.6,4.1,39.2,0.5,1.4,32.5,0.8,1.0,79.2,0.5,1.1,1.6,3.6,1.5,0.7,0.0,1.7,12.4,0,0,0.1
54,Vince Carter,NJN,32,80,34,46,36.8,20.8,7.4,16.8,43.7,1.9,4.9,38.5,4.2,5.1,81.7,0.9,4.2,5.1,4.7,2.1,1.0,0.5,2.9,36.4,8,1,-1.5
68,Chauncey Billups,DEN,32,79,54,25,35.3,17.7,5.2,12.4,41.8,2.1,5.0,40.8,5.3,5.8,91.3,0.4,2.6,3.0,6.4,2.2,1.2,0.2,2.0,32.9,10,0,3.6
68,Chris Duhon,NYK,26,79,31,48,36.8,11.1,3.6,8.6,42.1,1.6,4.1,39.1,2.3,2.6,85.6,0.6,2.5,3.1,7.2,2.8,0.9,0.1,1.6,25.8,13,0,-2.8
68,Dahntay Jones,DEN,28,79,52,27,18.0,5.4,1.9,4.3,45.8,0.1,0.2,64.7,1.4,1.9,72.8,0.7,1.4,2.1,1.0,0.9,0.6,0.2,2.5,11.2,0,0,-1.1
68,Dominic McGuire,WAS,23,79,18,61,26.2,4.5,1.8,4.1,43.2,0.0,0.1,50.0,0.9,1.3,72.5,1.4,4.0,5.4,2.5,1.2,0.8,0.9,1.9,18.8,4,0,-4.7
68,Dwight Howard,ORL,23,79,57,22,35.7,20.6,7.1,12.4,57.2,0.0,0.0,0.0,6.4,10.7,59.4,4.3,9.6,13.8,1.4,3.0,1.0,2.9,3.4,47.9,63,1,7.0
68,Dwyane Wade,MIA,27,79,42,37,38.6,30.2,10.8,22.0,49.1,1.1,3.5,31.7,7.5,9.8,76.5,1.1,3.9,5.0,7.5,3.4,2.2,1.3,2.3,54.6,20,0,2.7
68,J.J. Barea,DAL,25,79,50,29,20.3,7.8,3.1,7.1,44.2,0.7,1.9,35.7,0.9,1.2,75.3,0.5,1.8,2.2,3.4,1.3,0.5,0.1,1.5,15.9,0,0,0.2
68,Joe Johnson,ATL,28,79,45,34,39.5,21.4,7.8,18.0,43.7,1.9,5.2,36.0,3.8,4.6,82.6,0.8,3.6,4.4,5.8,2.5,1.1,0.2,2.2,36.7,4,1,2.3
68,John Salmons,CHI,29,79,27,52,37.5,18.3,6.5,13.8,47.2,1.6,3.8,41.7,3.6,4.4,83.0,0.7,3.5,4.2,3.2,2.1,1.1,0.3,2.3,30.1,3,0,-5.6
68,Kurt Thomas,SAS,36,79,52,27,17.8,4.3,1.9,3.8,50.3,0.0,0.0,0.0,0.5,0.6,82.2,1.7,3.4,5.1,0.8,0.5,0.4,0.7,2.2,14.7,2,0,1.4
68,Marreese Speights,PHI,21,79,41,38,16.0,7.7,3.2,6.4,50.2,0.0,0.1,25.0,1.3,1.7,77.3,1.6,2.2,3.7,0.4,0.6,0.3,0.7,2.3,15.3,1,0,-1.0
68,Mike Bibby,ATL,31,79,47,32,34.7,14.9,5.5,12.7,43.5,2.1,5.4,39.0,1.7,2.2,78.9,0.5,3.0,3.5,5.0,1.6,1.2,0.1,1.8,29.1,4,0,0.8
68,Nicolas Batum,POR,20,79,52,27,18.4,5.4,2.0,4.6,44.6,0.8,2.1,36.9,0.5,0.7,80.8,1.1,1.7,2.8,0.9,0.6,0.6,0.5,1.8,12.9,0,0,2.3
68,Ramon Sessions,MIL,23,79,32,47,27.5,12.4,4.4,9.8,44.5,0.1,0.4,17.6,3.6,4.5,79.4,0.8,2.6,3.4,5.7,1.9,1.1,0.1,2.0,26.5,9,1,-0.3
68,Rashard Lewis,ORL,29,79,58,21,36.2,17.7,6.1,13.8,43.9,2.8,7.0,39.7,2.8,3.4,83.6,1.2,4.6,5.7,2.6,2.0,1.0,0.6,2.5,31.5,4,0,7.4
68,Ray Allen,BOS,33,79,59,20,36.4,18.2,6.3,13.2,48.0,2.5,6.2,40.9,3.0,3.2,95.2,0.8,2.7,3.5,2.8,1.7,0.9,0.2,2.0,27.9,0,0,7.9
68,Reggie Evans,PHI,29,79,39,40,14.4,3.3,1.0,2.3,44.4,0.0,0.0,0.0,1.3,2.2,59.4,1.7,2.9,4.6,0.3,0.9,0.5,0.1,2.0,10.3,0,0,-0.9
68,Rodney Stuckey,DET,23,79,36,43,31.9,13.4,5.1,11.6,43.9,0.3,1.0,29.5,2.9,3.7,80.3,0.9,2.6,3.5,4.9,2.2,1.0,0.1,2.7,26.1,5,0,-0.9
68,Ronny Turiaf,GSW,26,79,28,51,21.5,5.9,2.4,4.6,50.8,0.0,0.0,0.0,1.2,1.6,79.0,1.1,3.4,4.6,2.1,0.9,0.4,2.1,3.1,21.4,2,0,-0.6
68,Rudy Gay,MEM,22,79,22,57,37.3,18.9,7.2,16.0,45.3,1.1,3.1,35.1,3.3,4.4,76.7,1.4,4.2,5.5,1.7,2.6,1.2,0.7,2.8,31.5,6,0,-5.5
68,Tyrus Thomas,CHI,22,79,39,40,27.5,10.8,3.9,8.6,45.1,0.0,0.1,33.3,3.0,3.8,78.3,1.9,4.6,6.4,1.0,1.6,1.2,1.9,2.8,27.6,18,0,-2.4
89,Andrea Bargnani,TOR,23,78,30,48,31.5,15.4,5.5,12.3,45.0,1.5,3.7,40.9,2.8,3.4,83.1,0.9,4.4,5.3,1.2,1.7,0.4,1.2,3.1,26.9,6,0,-3.2
89,Anthony Carter,DEN,34,78,53,25,22.9,5.3,2.1,4.9,43.3,0.3,1.1,23.9,0.7,1.0,73.1,0.5,2.1,2.6,4.7,2.0,1.2,0.2,1.8,17.6,0,0,0.9
89,Brandon Roy,POR,24,78,52,26,37.2,22.6,8.1,16.9,48.0,1.1,2.8,37.7,5.3,6.5,82.4,1.3,3.4,4.7,5.1,1.9,1.1,0.3,1.6,38.3,3,0,6.5
89,Charlie Villanueva,MIL,24,78,33,45,26.9,16.2,6.2,14.0,44.7,1.1,3.3,34.5,2.6,3.1,83.8,2.0,4.7,6.7,1.8,1.8,0.6,0.7,3.3,29.1,14,0,-0.9
89,Chris Paul,NOH,24,78,47,31,38.5,22.8,8.1,16.1,50.3,0.8,2.3,36.4,5.8,6.7,86.8,0.9,4.7,5.5,11.0,3.0,2.8,0.1,2.7,51.8,50,6,4.5
89,Eric Gordon,LAC,20,78,19,59,34.3,16.1,5.3,11.6,45.6,1.7,4.3,38.9,3.8,4.5,85.4,0.6,2.0,2.6,2.8,2.1,1.0,0.4,2.2,25.5,0,0,-5.9
89,Jason Maxiell,DET,26,78,39,39,18.0,5.8,2.4,4.1,57.5,0.0,0.0,0.0,1.1,2.0,53.2,2.2,2.0,4.2,0.3,0.6,0.3,0.8,2.0,14.0,2,0,-1.7
89,Jeff Green,OKC,22,78,20,58,36.8,16.5,6.1,13.7,44.6,1.2,3.2,38.9,3.1,3.9,78.8,1.5,5.1,6.7,2.0,2.2,1.0,0.4,2.6,29.7,13,0,-5.3
89,Joey Graham,TOR,27,78,31,47,19.8,7.7,3.0,6.2,48.1,0.0,0.2,18.8,1.7,2.1,82.5,1.2,2.5,3.7,0.6,0.9,0.4,0.2,2.4,13.9,1,0,-1.6
89,Kyle Korver,UTA,28,78,46,32,24.0,9.0,3.1,7.2,43.8,1.3,3.4,38.6,1.4,1.6,88.2,0.4,2.9,3.3,1.8,1.2,0.6,0.4,2.2,17.5,0,0,2.0
89,Lamar Odom,LAL,29,78,61,17,29.7,11.3,4.4,9.0,49.2,0.4,1.3,32.0,2.1,3.3,62.3,2.3,5.9,8.2,2.6,1.8,1.0,1.3,3.0,30.0,18,0,8.9
89,Rudy Fernandez,POR,24,78,52,26,25.6,10.4,3.4,8.1,42.5,2.0,5.1,39.9,1.5,1.8,83.9,0.6,2.1,2.7,2.0,1.1,0.9,0.2,1.4,18.7,0,0,3.0
89,Vladimir Radmanovic,CHA,28,78,53,25,18.5,6.9,2.5,6.0,42.1,1.3,3.4,40.1,0.6,0.7,74.1,0.6,2.3,2.8,1.0,1.3,0.6,0.2,1.4,13.0,0,0,1.0
102,C.J. Watson,GSW,25,77,25,52,24.5,9.5,3.3,7.3,45.7,0.6,1.6,40.0,2.2,2.5,87.0,0.5,2.0,2.5,2.7,1.2,1.2,0.1,1.8,19.2,1,0,-1.2
102,Chris Bosh,TOR,25,77,31,46,38.0,22.7,8.0,16.4,48.7,0.2,0.6,24.5,6.5,8.0,81.7,2.8,7.2,10.0,2.5,2.3,0.9,1.0,2.5,41.8,43,0,-1.1
102,Courtney Lee,ORL,23,77,56,21,25.2,8.4,3.2,7.0,45.0,1.1,2.6,40.4,1.0,1.2,83.0,0.2,2.1,2.3,1.2,0.9,1.0,0.2,2.0,15.5,0,0,3.1
102,Darius Songaila,WAS,31,77,18,59,19.8,7.4,3.2,5.9,53.2,0.0,0.0,0.0,1.0,1.2,88.9,1.0,2.0,2.9,1.2,1.0,0.8,0.3,2.6,15.0,0,0,-1.6
102,George Hill,SAS,23,77,52,25,16.5,5.7,1.9,4.8,40.3,0.3,0.9,32.9,1.5,1.9,78.1,0.4,1.7,2.1,1.8,1.0,0.6,0.3,1.9,12.4,1,0,0.3
102,Hedo Turkoglu,ORL,30,77,56,21,36.6,16.8,5.5,13.3,41.3,1.7,4.9,35.6,4.1,5.1,80.7,0.6,4.7,5.3,4.9,2.6,0.8,0.2,2.8,31.1,4,0,6.7
102,Keyon Dooling,NJN,29,77,32,45,26.9,9.7,3.4,7.8,43.6,1.3,3.1,42.1,1.6,2.0,82.5,0.3,1.7,2.0,3.5,1.4,0.9,0.1,1.8,19.1,2,0,-3.0
102,Kyle Lowry,HOU,23,77,32,45,21.8,7.6,2.5,5.6,43.5,0.3,1.3,25.5,2.4,2.9,80.1,0.3,2.1,2.5,3.6,1.5,0.9,0.2,1.9,17.7,1,0,-2.3
102,Matt Barnes,PHX,29,77,42,35,27.0,10.2,3.7,8.8,42.3,1.5,4.4,34.3,1.3,1.8,74.3,1.0,4.4,5.5,2.8,1.7,0.7,0.3,2.7,22.3,5,0,0.7
102,Nene,DEN,26,77,51,26,32.6,14.6,5.6,9.2,60.4,0.0,0.1,20.0,3.5,4.8,72.3,2.4,5.4,7.8,1.4,1.9,1.2,1.3,3.6,31.7,20,0,3.9
102,Rafer Alston,ORL,32,77,48,29,31.8,11.7,4.1,10.6,38.5,1.5,4.3,33.8,2.0,2.7,75.0,0.4,2.5,2.9,5.3,1.8,1.4,0.1,1.8,25.9,3,0,2.6
102,Spencer Hawes,SAC,21,77,15,62,29.3,11.4,4.8,10.4,46.6,0.5,1.5,34.8,1.2,1.8,66.2,1.9,5.2,7.1,1.9,2.1,0.6,1.2,3.2,26.1,14,0,-6.9
102,Tony Battie,ORL,33,77,55,22,15.6,4.8,2.1,4.2,48.9,0.0,0.1,22.2,0.7,1.1,65.9,1.2,2.4,3.6,0.4,0.6,0.3,0.3,1.5,11.2,0,0,1.2
102,Yao Ming,HOU,28,77,50,27,33.6,19.7,7.4,13.4,54.8,0.0,0.0,100,4.9,5.7,86.6,2.6,7.2,9.9,1.8,3.0,0.4,1.9,3.3,38.2,38,0,5.8
102,Zaza Pachulia,ATL,25,77,45,32,19.1,6.2,2.1,4.2,49.7,0.0,0.0,0.0,2.1,3.0,70.9,2.2,3.4,5.7,0.7,1.2,0.5,0.3,2.7,15.3,4,0,1.6
117,Andres Nocioni,SAC,29,76,27,49,26.2,11.4,3.9,9.2,42.7,1.6,4.1,39.9,1.9,2.4,79.2,0.7,4.0,4.8,1.3,1.5,0.5,0.4,3.4,20.5,3,0,0.0
117,Darrell Arthur,MEM,21,76,21,55,19.3,5.6,2.5,5.7,43.8,0.0,0.0,0.0,0.5,0.8,66.7,1.4,3.1,4.6,0.6,0.6,0.7,0.7,2.7,15.4,2,0,-3.0
117,David West,NOH,28,76,45,31,39.2,21.0,8.0,17.0,47.2,0.1,0.3,24.0,4.8,5.5,88.4,2.1,6.4,8.5,2.3,2.1,0.6,0.9,2.7,37.0,29,0,2.9
117,Glen Davis,BOS,23,76,59,17,21.5,7.0,2.6,5.9,44.2,0.0,0.1,40.0,1.7,2.3,73.0,1.6,2.4,4.0,0.9,0.9,0.7,0.3,3.0,15.0,3,0,1.2
117,Kendrick Perkins,BOS,24,76,57,19,29.6,8.5,3.6,6.3,57.7,0.0,0.0,0.0,1.3,2.1,60.0,2.7,5.5,8.1,1.3,2.2,0.3,2.0,3.3,24.8,12,0,4.4
117,Lou Amundson,PHX,26,76,41,35,13.7,4.2,1.8,3.3,53.6,0.0,0.0,0.0,0.7,1.6,44.2,1.7,1.9,3.6,0.4,0.7,0.4,0.9,2.0,12.1,1,0,0.2
117,Paul Millsap,UTA,24,76,44,32,30.1,13.5,5.3,9.9,53.4,0.0,0.1,0.0,3.0,4.3,69.9,3.3,5.3,8.6,1.8,1.7,1.0,1.0,3.8,30.8,29,0,3.5
124,Brandon Rush,IND,23,75,33,42,24.0,8.1,3.2,7.7,42.3,1.0,2.8,37.3,0.6,0.9,69.7,0.5,2.7,3.1,0.9,1.0,0.5,0.5,1.7,15.2,2,0,-2.4
