,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,"
            FP
          ",DD2,TD3,+/-
1,Goran Dragic,HOU,26,66,34,32,26.5,11.7,4.2,9.1,46.2,1.0,3.1,33.7,2.3,2.9,80.5,0.8,1.7,2.5,5.3,2.4,1.3,0.2,2.5,24.7,8,0,1.0
1,Gordon Hayward,UTA,22,66,36,30,30.5,11.8,4.0,8.9,45.6,0.8,2.4,34.6,2.9,3.5,83.2,0.9,2.6,3.5,3.1,1.7,0.8,0.6,1.6,23.4,1,0,0.8
1,Greg Monroe,DET,22,66,25,41,31.5,15.4,6.2,11.8,52.1,0.0,0.0,0.0,3.0,4.1,73.9,3.6,6.0,9.7,2.3,2.4,1.3,0.7,2.7,33.8,30,0,-3.1
1,Greivis Vasquez,NOH,25,66,21,45,25.8,8.9,3.4,7.9,43.0,0.7,2.0,31.9,1.5,1.8,82.1,0.3,2.3,2.6,5.4,2.2,0.9,0.1,1.9,21.1,6,0,-0.1
1,Jeff Teague,ATL,24,66,40,26,33.1,12.6,4.8,10.2,47.6,0.8,2.3,34.2,2.1,2.8,75.7,0.3,2.1,2.4,4.9,2.0,1.6,0.6,2.2,27.2,3,0,3.5
1,Jodie Meeks,PHI,24,66,35,31,24.9,8.4,2.9,7.1,40.9,1.5,4.0,36.5,1.2,1.3,90.6,0.3,2.2,2.4,0.8,0.4,0.6,0.0,1.2,14.1,0,0,2.9
1,John Wall,WAS,21,66,20,46,36.2,16.3,5.7,13.5,42.3,0.0,0.6,7.1,4.8,6.1,78.9,0.7,3.8,4.5,8.0,3.9,1.4,0.9,2.1,36.8,16,0,-3.9
1,Josh Smith,ATL,26,66,40,26,35.3,18.8,7.6,16.7,45.8,0.4,1.7,25.7,3.1,4.9,63.0,2.1,7.5,9.6,3.9,2.5,1.4,1.7,2.6,43.1,28,0,4.1
1,Kemba Walker,CHA,22,66,7,59,27.2,12.1,4.3,11.6,36.6,1.0,3.4,30.5,2.5,3.2,78.9,0.5,3.1,3.5,4.4,1.8,0.9,0.3,1.2,24.8,2,1,-7.7
1,Kevin Durant,OKC,23,66,47,19,38.6,28.0,9.7,19.7,49.6,2.0,5.2,38.7,6.5,7.6,86.0,0.6,7.4,8.0,3.5,3.8,1.3,1.2,2.0,46.6,18,0,5.6
1,Klay Thompson,GSW,22,66,23,43,24.4,12.5,4.8,10.9,44.3,1.7,4.1,41.4,1.2,1.4,86.8,0.4,2.1,2.4,2.0,1.6,0.7,0.3,2.3,20.0,0,0,-2.0
1,Landry Fields,NYK,24,66,36,30,28.7,8.8,3.6,7.8,46.0,0.5,1.8,25.6,1.2,2.1,56.2,0.9,3.3,4.2,2.6,1.5,1.2,0.3,1.5,20.5,2,0,3.2
1,Luis Scola,HOU,32,66,34,32,31.3,15.5,6.6,13.5,49.1,0.0,0.0,0.0,2.3,3.0,77.3,1.8,4.6,6.5,2.1,2.3,0.5,0.4,3.2,26.9,11,0,1.0
1,Marcin Gortat,PHX,28,66,33,33,32.0,15.4,6.5,11.7,55.5,0.0,0.0,0.0,2.5,3.8,64.9,2.8,7.2,10.0,0.9,1.4,0.7,1.5,2.2,34.1,31,0,1.4
1,Marco Belinelli,NOH,26,66,21,45,29.8,11.8,4.3,10.4,41.7,1.6,4.3,37.7,1.5,2.0,78.3,0.3,2.3,2.6,1.5,1.0,0.7,0.1,1.7,18.6,0,0,-3.7
1,O.J. Mayo,MEM,24,66,41,25,26.8,12.6,4.5,11.2,40.8,1.5,4.2,36.4,2.0,2.6,77.3,0.5,2.7,3.2,2.6,1.9,1.1,0.3,2.1,22.7,0,0,0.5
1,Omer Asik,CHI,25,66,50,16,14.7,3.1,1.2,2.4,50.6,0.0,0.0,0.0,0.7,1.6,45.6,1.9,3.4,5.3,0.5,1.0,0.5,1.0,1.8,13.6,0,0,1.9
1,Paul George,IND,22,66,42,24,29.7,12.1,4.3,9.7,44.0,1.4,3.5,38.5,2.2,2.8,80.2,0.8,4.8,5.6,2.4,1.8,1.6,0.6,2.9,27.3,2,0,3.7
1,Ronnie Brewer,CHI,27,66,50,16,24.8,6.9,2.9,6.7,42.7,0.3,1.0,27.5,0.8,1.5,56.0,1.1,2.4,3.5,2.1,0.9,1.1,0.3,1.0,17.5,1,0,3.0
1,Russell Westbrook,OKC,23,66,47,19,35.3,23.6,8.8,19.2,45.7,0.9,3.0,31.6,5.2,6.3,82.3,1.5,3.1,4.6,5.5,3.6,1.7,0.3,2.2,39.7,7,0,5.6
1,Serge Ibaka,OKC,22,66,47,19,27.1,9.1,4.0,7.4,53.5,0.0,0.0,33.3,1.2,1.8,66.1,2.9,4.6,7.5,0.4,1.2,0.5,3.7,2.7,30.1,12,1,3.1
1,Tyler Hansbrough,IND,26,66,42,24,21.8,9.3,2.9,7.3,40.5,0.0,0.0,0.0,3.4,4.2,81.3,1.7,2.7,4.4,0.5,1.0,0.8,0.1,2.4,17.1,2,0,-0.4
1,Wesley Matthews,POR,25,66,28,38,33.8,13.7,4.8,11.6,41.2,2.0,5.1,38.3,2.2,2.6,86.0,0.8,2.5,3.4,1.7,1.1,1.5,0.2,2.2,24.3,0,0,1.0
37,Antawn Jamison,CLE,36,65,20,45,33.1,17.2,6.5,16.1,40.3,1.4,4.1,34.1,2.8,4.2,68.3,1.9,4.4,6.3,2.0,1.4,0.8,0.7,2.5,30.7,7,0,-4.6
37,Brandon Rush,GSW,26,65,23,42,26.4,9.8,3.6,7.2,50.1,1.5,3.4,45.2,1.0,1.3,79.3,0.5,3.4,3.9,1.4,1.0,0.5,0.9,1.0,19.7,1,0,-1.2
37,Byron Mullens,CHA,23,65,7,58,22.5,9.3,3.9,9.1,42.5,0.2,0.8,23.5,1.4,1.7,82.1,1.5,3.6,5.0,0.9,1.1,0.3,0.8,2.1,18.9,6,0,-5.6
37,Dahntay Jones,IND,31,65,42,23,16.2,5.3,1.8,4.3,40.9,0.5,1.2,42.9,1.3,1.5,83.8,0.4,1.4,1.8,1.0,0.7,0.4,0.2,1.8,9.8,0,0,-1.1
37,Derrick Brown,CHA,24,65,7,58,22.2,8.1,3.3,6.3,51.8,0.1,0.4,25.0,1.4,2.2,66.7,1.5,2.2,3.6,1.0,0.8,0.7,0.2,1.5,15.9,0,0,-5.8
37,Derrick Favors,UTA,20,65,35,30,21.2,8.8,3.4,6.8,49.9,0.0,0.0,0.0,1.9,3.0,64.9,2.4,4.1,6.5,0.7,1.6,0.6,1.0,2.2,20.8,13,0,-0.3
37,Evan Turner,PHI,23,65,34,31,26.3,9.4,4.0,9.1,44.6,0.2,0.8,22.4,1.1,1.7,67.6,0.4,5.4,5.8,2.8,1.6,0.6,0.3,1.8,21.6,5,0,0.8
37,Isaiah Thomas,SAC,23,65,22,43,25.5,11.5,3.9,8.8,44.8,1.3,3.4,37.9,2.4,2.8,83.2,0.7,1.8,2.6,4.1,1.6,0.8,0.1,1.9,22.0,3,0,-1.1
37,JJ Redick,ORL,28,65,37,28,27.1,11.6,3.8,9.0,42.5,1.7,4.1,41.8,2.2,2.4,91.1,0.3,2.0,2.3,2.5,1.0,0.4,0.1,1.4,18.6,0,0,0.4
37,Jared Dudley,PHX,26,65,32,33,31.1,12.7,4.8,9.9,48.5,1.2,3.2,38.3,1.8,2.5,72.6,1.5,3.2,4.6,1.7,1.1,0.8,0.3,1.6,22.8,2,0,1.3
37,Jason Maxiell,DET,29,65,24,41,22.5,6.5,2.8,5.9,47.8,0.0,0.0,0.0,0.9,1.6,54.7,1.9,3.2,5.1,0.6,1.1,0.5,0.8,2.3,16.3,3,0,-1.1
37,Jrue Holiday,PHI,22,65,35,30,33.8,13.5,5.5,12.8,43.2,1.0,2.6,38.0,1.4,1.8,78.3,0.9,2.4,3.3,4.5,2.1,1.6,0.3,2.1,27.6,1,0,3.3
37,Kendrick Perkins,OKC,27,65,46,19,26.8,5.1,2.0,4.0,48.9,0.0,0.0,0.0,1.1,1.7,65.2,1.8,4.7,6.6,1.2,1.8,0.4,1.1,2.9,17.4,2,0,2.2
37,Kyle Korver,CHI,31,65,49,16,22.6,8.1,2.7,6.3,43.2,1.8,4.2,43.5,0.8,1.0,83.3,0.4,2.0,2.4,1.7,0.8,0.6,0.2,1.7,15.2,0,0,5.0
37,Marc Gasol,MEM,27,65,40,25,36.5,14.6,5.5,11.4,48.2,0.0,0.2,8.3,3.6,4.9,74.8,1.8,7.1,8.9,3.1,1.9,1.0,1.9,3.1,36.6,24,0,4.2
37,Matt Bonner,SAS,32,65,49,16,20.4,6.6,2.4,5.4,44.0,1.6,3.8,42.0,0.2,0.3,76.2,0.4,2.8,3.3,0.9,0.2,0.2,0.3,1.0,13.4,1,0,5.6
37,Norris Cole,MIA,23,65,46,19,19.4,6.8,2.7,6.9,39.3,0.3,1.2,27.6,1.0,1.3,77.6,0.3,1.1,1.4,2.0,1.6,0.7,0.0,1.9,12.0,0,0,-0.8
37,Omri Casspi,CLE,24,65,21,44,20.6,7.1,2.6,6.3,40.3,0.8,2.6,31.5,1.1,1.7,68.5,1.0,2.5,3.5,1.0,1.0,0.6,0.3,1.8,14.5,0,0,-4.6
37,Pau Gasol,LAL,31,65,41,24,37.4,17.4,7.1,14.1,50.1,0.1,0.4,25.9,3.1,4.0,78.2,2.8,7.6,10.4,3.6,2.2,0.6,1.4,2.0,38.9,42,1,2.4
37,Randy Foye,LAC,28,65,40,25,25.9,11.0,3.9,9.9,39.8,2.0,5.1,38.6,1.1,1.3,85.9,0.4,1.7,2.1,2.2,1.1,0.7,0.4,2.0,19.0,1,0,0.9
37,Roy Hibbert,IND,25,65,41,24,29.8,12.8,5.1,10.3,49.7,0.0,0.0,0.0,2.6,3.7,71.1,3.3,5.5,8.8,1.7,2.0,0.5,2.0,3.0,31.3,21,0,3.3
37,Rudy Gay,MEM,25,65,41,24,37.3,19.0,7.5,16.4,45.5,0.8,2.7,31.2,3.2,4.0,79.1,2.0,4.4,6.4,2.3,2.5,1.5,0.8,2.1,34.5,8,0,1.5
37,Samuel Dalembert,HOU,32,65,34,31,22.3,7.5,3.1,6.1,50.6,0.0,0.0,0.0,1.4,1.7,79.6,2.4,4.6,7.0,0.5,1.3,0.6,1.7,2.5,22.3,10,0,0.8
37,Shane Battier,MIA,33,65,45,20,23.1,4.8,1.7,4.5,38.7,1.0,2.8,33.9,0.4,0.6,62.2,0.9,1.5,2.4,1.3,0.6,1.0,0.5,1.6,13.5,0,0,2.0
37,Wesley Johnson,MIN,24,65,26,39,22.6,6.0,2.4,6.1,39.8,0.8,2.6,31.4,0.4,0.5,70.6,0.4,2.4,2.7,0.9,0.9,0.5,0.7,1.8,13.6,0,0,-2.3
62,Al Harrington,DEN,32,64,36,28,27.5,14.2,5.4,12.1,44.6,1.6,4.7,33.3,1.9,2.8,67.6,1.1,5.0,6.1,1.4,1.8,0.9,0.2,2.8,25.1,9,0,2.6
62,Amir Johnson,TOR,25,64,22,42,24.3,7.1,3.1,5.3,57.6,0.0,0.1,40.0,0.9,1.3,69.0,2.3,4.0,6.4,1.2,1.5,0.5,1.1,3.3,19.9,8,0,0.3
62,Avery Bradley,BOS,21,64,39,25,21.4,7.6,3.1,6.3,49.8,0.3,0.8,40.7,1.0,1.2,79.5,0.5,1.3,1.8,1.4,1.2,0.7,0.2,1.7,13.2,0,0,1.5
62,Channing Frye,PHX,29,64,33,31,26.1,10.5,4.0,9.6,41.6,1.4,4.1,34.6,1.1,1.3,89.0,1.1,4.8,5.9,1.4,1.0,0.7,1.1,2.8,24.0,9,0,2.6
62,Dante Cunningham,MEM,25,64,39,25,17.6,5.2,2.3,4.4,51.6,0.0,0.0,0.0,0.7,1.1,65.2,1.4,2.4,3.8,0.6,0.5,0.7,0.5,1.5,13.8,1,0,-0.8
62,DeJuan Blair,SAS,23,64,48,16,21.3,9.5,4.2,7.9,53.4,0.0,0.0,0.0,1.1,1.9,61.3,2.4,3.1,5.5,1.2,1.4,0.9,0.2,2.6,19.8,8,0,0.5
62,DeMarcus Cousins,SAC,21,64,20,44,30.5,18.1,7.0,15.6,44.8,0.0,0.2,14.3,4.1,5.8,70.2,4.1,6.8,11.0,1.6,2.7,1.5,1.2,4.0,38.9,36,0,-2.8
62,Dominic McGuire,GSW,26,64,21,43,17.6,3.5,1.5,3.3,44.8,0.0,0.1,0.0,0.6,0.8,73.6,1.1,2.7,3.8,1.7,0.9,0.7,0.6,1.6,13.6,0,0,-2.4
62,Jason Thompson,SAC,25,64,22,42,25.9,9.1,3.7,6.9,53.5,0.0,0.0,0.0,1.7,2.8,60.2,2.6,4.3,6.9,1.2,1.1,0.7,0.7,2.3,22.3,15,0,-1.6
62,Joakim Noah,CHI,27,64,48,16,30.4,10.2,3.9,7.7,50.8,0.0,0.0,0.0,2.4,3.2,74.8,3.8,6.0,9.8,2.5,1.4,0.6,1.4,2.5,30.5,24,1,4.5
62,Joel Anthony,MIA,29,64,45,19,21.1,3.4,1.3,2.4,55.9,0.0,0.0,0.0,0.8,1.1,69.0,1.6,2.3,3.9,0.1,0.7,0.6,1.3,2.0,13.2,0,0,3.8
62,Jonas Jerebko,DET,25,64,25,39,22.9,8.7,3.3,7.1,46.8,0.5,1.7,30.2,1.6,1.9,80.6,1.5,3.3,4.8,0.7,1.0,0.6,0.3,2.5,17.3,1,0,-2.2
62,Jordan Crawford,WAS,23,64,18,46,27.4,14.7,5.5,13.6,40.0,1.2,4.3,28.9,2.5,3.2,79.3,0.7,1.9,2.6,3.0,2.2,0.9,0.1,1.7,23.1,0,0,-4.5
62,Kawhi Leonard,SAS,21,64,49,15,24.0,7.9,3.1,6.3,49.3,0.6,1.7,37.6,1.1,1.4,77.3,1.6,3.5,5.1,1.1,0.7,1.3,0.4,1.4,20.1,4,0,2.0
62,Leandro Barbosa,IND,29,64,30,34,21.6,11.1,4.2,10.0,42.5,1.0,2.7,38.2,1.6,1.9,81.5,0.5,1.5,2.0,1.5,1.5,0.9,0.1,2.1,17.2,0,0,-0.7
62,Lou Williams,PHI,25,64,34,30,26.3,14.9,5.0,12.2,40.7,1.3,3.6,36.2,3.7,4.6,81.2,0.5,2.0,2.4,3.5,1.1,0.8,0.3,1.4,25.2,0,0,3.6
62,Mario Chalmers,MIA,26,64,45,19,28.5,9.8,3.5,7.8,44.8,1.6,4.1,38.8,1.3,1.6,79.2,0.3,2.4,2.7,3.5,2.2,1.5,0.2,2.6,21.1,0,0,6.1
62,Metta World Peace,LAL,32,64,40,24,26.9,7.7,2.9,7.3,39.4,0.9,3.0,29.6,1.1,1.8,61.7,1.1,2.3,3.4,2.2,1.1,1.1,0.4,2.1,18.5,0,0,0.7
62,Patrick Patterson,HOU,23,64,33,31,23.2,7.7,3.5,8.0,44.0,0.0,0.0,0.0,0.6,0.9,70.2,1.8,2.7,4.5,0.8,0.8,0.4,0.6,1.8,16.4,1,0,-0.7
62,Paul Millsap,UTA,27,64,34,30,32.8,16.6,6.7,13.5,49.5,0.1,0.5,22.6,3.2,4.0,79.2,2.8,6.0,8.8,2.3,1.8,1.8,0.8,3.5,36.9,21,0,3.0
62,Quincy Pondexter,MEM,24,64,40,24,15.7,4.2,1.7,3.7,45.2,0.3,1.1,30.1,0.5,0.8,62.3,0.9,1.1,2.0,0.4,0.5,0.4,0.1,1.4,8.3,0,0,0.6
62,Ramon Sessions,LAL,26,64,30,34,26.7,11.3,3.8,8.8,42.8,0.7,1.5,44.3,3.0,3.9,78.2,0.5,2.8,3.3,5.5,2.2,0.7,0.0,1.6,23.6,5,0,-0.6
62,Robin Lopez,PHX,24,64,32,32,14.0,5.4,1.9,4.2,46.1,0.0,0.0,0.0,1.6,2.2,71.4,1.4,1.9,3.3,0.3,0.7,0.3,0.9,2.0,12.8,0,0,-1.0
62,Shelvin Mack,WAS,22,64,20,44,12.2,3.6,1.4,3.4,40.0,0.2,0.7,28.6,0.7,0.9,71.2,0.2,1.3,1.4,2.0,0.8,0.4,0.0,0.8,9.0,0,0,-0.4
62,Udonis Haslem,MIA,32,64,44,20,24.8,6.0,2.4,5.6,42.3,0.0,0.0,0.0,1.3,1.6,81.4,1.8,5.5,7.3,0.7,0.9,0.5,0.4,2.2,17.6,4,0,1.3
87,Alonzo Gee,CLE,25,63,20,43,29.0,10.6,3.6,8.7,41.2,0.7,2.2,32.1,2.7,3.4,78.8,1.6,3.5,5.1,1.8,1.8,1.3,0.3,2.4,22.3,2,0,-3.4
87,Bismack Biyombo,CHA,19,63,7,56,23.1,5.2,2.0,4.4,46.4,0.0,0.0,0.0,1.1,2.3,48.3,1.8,4.0,5.8,0.4,1.1,0.3,1.8,2.3,18.1,5,0,-7.3
87,Caron Butler,LAC,32,63,39,24,29.7,12.0,4.6,11.2,40.7,1.5,4.1,35.8,1.4,1.7,81.3,0.7,3.0,3.7,1.2,1.2,0.8,0.1,2.0,19.9,1,0,4.5
87,Chandler Parsons,HOU,23,63,33,30,28.6,9.5,3.9,8.7,45.2,1.0,2.8,33.7,0.7,1.2,55.1,1.4,3.3,4.8,2.1,1.3,1.2,0.5,2.3,22.0,2,0,1.0
87,Chris Duhon,ORL,29,63,36,27,19.5,3.8,1.3,3.2,41.9,0.8,1.9,42.0,0.3,0.3,81.0,0.2,1.4,1.6,2.4,1.3,0.6,0.1,1.1,10.1,0,0,-0.2
87,DeMar DeRozan,TOR,22,63,22,41,35.0,16.7,6.0,14.3,42.2,0.4,1.5,26.1,4.3,5.3,81.0,0.6,2.7,3.3,2.0,2.0,0.8,0.3,2.6,24.9,0,0,-1.5
87,Derek Fisher,OKC,37,63,40,23,23.9,5.6,2.0,5.5,37.1,0.6,1.7,32.1,0.9,1.1,85.1,0.2,1.7,1.9,2.7,1.2,0.8,0.1,1.9,13.4,0,0,2.4
87,Devin Harris,UTA,29,63,36,27,27.6,11.3,3.8,8.6,44.5,1.2,3.4,36.2,2.5,3.3,74.6,0.2,1.6,1.8,5.0,1.9,1.0,0.2,2.2,22.7,1,0,1.5
87,Jason Terry,DAL,34,63,34,29,31.7,15.1,5.7,13.2,43.0,2.2,5.8,37.8,1.6,1.8,88.3,0.3,2.1,2.4,3.6,2.0,1.2,0.2,1.1,25.3,0,0,0.2
87,Markieff Morris,PHX,22,63,31,32,19.5,7.4,2.8,6.9,39.9,0.7,2.0,34.7,1.2,1.7,71.7,1.1,3.3,4.4,1.0,1.1,0.7,0.7,2.8,17.1,1,0,-1.2
87,Matt Barnes,LAL,32,63,40,23,22.9,7.8,2.8,6.1,45.2,0.7,2.2,33.3,1.5,2.0,74.2,1.5,3.9,5.5,2.0,1.2,0.6,0.8,2.4,20.1,4,0,0.3
87,Nazr Mohammed,OKC,34,63,44,19,11.0,2.7,1.3,2.7,46.7,0.0,0.0,0.0,0.2,0.4,56.5,0.9,1.8,2.7,0.2,0.4,0.3,0.6,1.6,8.6,0,0,1.2
87,Nick Collison,OKC,31,63,44,19,20.7,4.5,1.9,3.2,59.7,0.0,0.0,0.0,0.7,1.0,71.0,1.9,2.5,4.3,1.3,1.0,0.5,0.4,2.4,13.6,1,0,4.2
87,Richard Jefferson,GSW,32,63,33,30,27.7,9.2,3.2,7.7,41.6,1.8,4.3,42.0,0.9,1.3,69.4,0.4,3.1,3.5,1.4,0.8,0.6,0.3,1.9,17.3,0,0,-0.4
87,Shawn Marion,DAL,34,63,34,29,30.5,10.6,4.6,10.3,44.6,0.3,1.1,29.4,1.2,1.5,79.6,2.3,5.1,7.4,2.1,1.6,1.1,0.6,1.4,26.0,12,0,-1.3
87,Taj Gibson,CHI,27,63,48,15,20.4,7.7,3.2,6.4,49.5,0.0,0.0,0.0,1.3,2.1,62.2,2.1,3.1,5.3,0.7,1.0,0.4,1.3,2.1,19.3,4,0,4.7
87,Tayshaun Prince,DET,32,63,25,38,33.1,12.7,5.3,12.7,42.1,0.6,1.7,35.6,1.4,1.8,77.4,1.1,3.3,4.5,2.4,1.2,0.4,0.5,1.2,23.3,2,0,-3.8
87,Thaddeus Young,PHI,24,63,33,30,27.9,12.8,5.5,10.9,50.7,0.0,0.1,25.0,1.8,2.3,77.1,2.2,3.0,5.2,1.2,0.9,1.0,0.7,2.0,24.9,1,0,4.3
87,Tyreke Evans,SAC,22,63,19,44,34.3,16.5,6.5,14.3,45.3,0.3,1.6,20.2,3.2,4.1,77.9,1.0,3.6,4.6,4.5,2.7,1.3,0.5,2.2,31.4,5,0,-4.6
106,Andre Iguodala,PHI,28,62,33,29,35.6,12.4,4.6,10.2,45.4,1.2,3.1,39.4,2.0,3.2,61.7,0.9,5.2,6.1,5.5,1.9,1.7,0.5,1.5,32.8,8,1,3.5
106,Anthony Morrow,NJN,26,62,20,42,26.4,12.0,4.4,10.6,41.3,1.7,4.6,37.1,1.6,1.7,93.3,0.5,1.5,2.0,1.0,1.1,0.7,0.1,1.4,17.5,0,0,-1.5
106,Arron Afflalo,DEN,26,62,36,26,33.7,15.2,5.3,11.3,47.1,1.4,3.6,39.8,3.2,4.0,79.8,0.6,2.5,3.2,2.4,1.4,0.6,0.2,2.2,23.6,1,0,0.5
106,Ben Wallace,DET,37,62,24,38,15.8,1.4,0.5,1.4,39.5,0.0,0.1,25.0,0.3,0.8,34.0,1.3,3.0,4.3,0.7,0.5,0.8,0.8,1.0,11.8,0,0,-1.7
106,Danny Granger,IND,29,62,41,21,33.3,18.7,6.3,15.2,41.6,2.0,5.2,38.1,4.1,4.7,87.3,1.3,3.7,5.0,1.8,1.8,1.0,0.6,2.3,30.4,0,0,4.8
106,Dirk Nowitzki,DAL,34,62,33,29,33.5,21.6,7.6,16.7,45.7,1.3,3.4,36.8,5.1,5.7,89.6,0.7,6.0,6.7,2.2,1.9,0.7,0.5,2.1,34.6,11,0,4.2
106,James Harden,OKC,22,62,44,18,31.4,16.8,5.0,10.1,49.1,1.8,4.7,39.0,5.0,6.0,84.6,0.5,3.6,4.1,3.7,2.2,1.0,0.2,2.4,28.8,0,0,5.9
106,James Johnson,TOR,25,62,21,41,25.2,9.1,3.8,8.4,45.0,0.3,1.0,31.7,1.3,1.9,70.4,1.2,3.5,4.7,2.0,1.6,1.1,1.4,2.9,23.6,3,0,-2.4
106,Kris Humphries,NJN,27,62,22,40,34.9,13.8,5.2,10.8,48.1,0.0,0.0,0.0,3.4,4.5,75.2,3.8,7.2,11.0,1.5,1.9,0.8,1.2,2.8,33.2,29,0,-2.9
106,LeBron James,MIA,27,62,45,17,37.5,27.1,10.0,18.9,53.1,0.9,2.4,36.2,6.2,8.1,77.1,1.5,6.4,7.9,6.2,3.4,1.9,0.8,1.5,50.6,23,0,7.6
106,Mike Conley,MEM,24,62,38,24,35.1,12.7,4.8,11.0,43.3,1.0,2.6,37.7,2.2,2.5,86.1,0.4,2.2,2.5,6.5,2.0,2.2,0.2,2.1,30.6,8,0,4.2
106,Nick Young,LAC,27,62,22,40,27.9,14.2,5.1,12.6,40.3,1.7,4.5,36.5,2.3,2.7,85.2,0.5,1.6,2.1,0.9,1.3,0.7,0.3,2.3,19.7,0,0,-3.0
106,Steve Nash,PHX,38,62,32,30,31.6,12.5,4.8,9.0,53.2,0.9,2.3,39.0,2.0,2.3,89.4,0.4,2.6,3.0,10.7,3.7,0.6,0.1,0.9,30.6,28,0,2.9
106,Tyson Chandler,NYK,29,62,34,28,33.2,11.3,3.9,5.7,67.9,0.0,0.0,0.0,3.5,5.1,68.9,3.4,6.5,9.9,0.9,1.6,0.9,1.4,3.0,29.8,20,0,2.0
120,Al Jefferson,UTA,27,61,32,29,34.0,19.2,8.5,17.2,49.2,0.0,0.1,25.0,2.2,2.9,77.4,2.2,7.4,9.6,2.2,1.0,0.8,1.7,2.5,40.2,31,0,2.6
120,Dorell Wright,GSW,26,61,22,39,27.0,10.3,3.6,8.6,42.2,1.7,4.8,36.0,1.3,1.6,81.6,1.0,3.6,4.6,1.5,0.8,1.0,0.4,1.6,21.4,5,0,-2.9
120,Ekpe Udoh,MIL,25,61,29,32,21.1,5.6,2.1,4.8,43.1,0.0,0.0,0.0,1.4,1.9,75.4,1.6,2.5,4.2,0.9,0.9,0.7,1.7,2.9,18.1,0,0,3.4
120,Glen Davis,ORL,26,61,33,28,23.4,9.3,3.7,8.8,42.1,0.0,0.2,14.3,1.9,2.7,68.3,1.8,3.7,5.4,0.8,1.2,0.7,0.3,1.7,18.8,6,0,-1.0
120,Ian Mahinmi,DAL,25,61,36,25,18.7,5.8,2.1,3.9,54.6,0.0,0.0,0.0,1.5,2.4,63.9,1.8,3.0,4.7,0.2,0.8,0.6,0.5,2.9,14.4,0,0,1.1
